KDSATKER,KODE_PROGRAM,KODE_KEGIATAN,KODE_OUTPUT,KDIB,VOLUME_OUTPUT,KODE_SUBOUTPUT,VOLUME_SUBOUTPUT,KODE_KOMPONEN,KODE_SUBKOMPONEN,URAIAN_SUBKOMPONEN,KODE_AKUN,KODE_JENIS_BEBAN,KODE_CARA_TARIK,KODE_JENIS_BANTUAN,KODE_REGISTER,HEADER1,HEADER2,KODE_ITEM,NOMOR_ITEM,CONS_ITEM,URAIAN_ITEM,SUMBER_DANA,VOL_KEG_1,SAT_KEG_1,VOL_KEG_2,SAT_KEG_2,VOL_KEG_3,SAT_KEG_3,VOL_KEG_4,SAT_KEG_4,VOLKEG,SATKEG,HARGASAT,TOTAL,KODE_BLOKIR,NILAI_BLOKIR,KODE_STS_HISTORY,POK_NILAI_1,POK_NILAI_2,POK_NILAI_3,POK_NILAI_4,POK_NILAI_5,POK_NILAI_6,POK_NILAI_7,POK_NILAI_8,POK_NILAI_9,POK_NILAI_10,POK_NILAI_11,POK_NILAI_12
634146,WA,2378,EBA,00,2,994,1,001,B,Pembayaran Gaji dan Tunjangan PPPK,511633,A,0,A0,,0,0,3,2,224,Belanja Tunjangan umum PPPK (gaji ke 14),A,0,,0,,0,,0,,1,Bln,1500000,1500000,,0,B01,125000,125000,125000,125000,125000,125000,125000,125000,125000,125000,125000,125000
634146,WA,2378,EBA,00,2,994,1,001,A,Pembayaran gaji dan tunjangan PNS,512211,A,0,A0,,0,0,1,0,280,Pemenuhan Prioritas Direktif Presiden,A,0,,0,,0,,0,,1,pkt,42643000,42643000,,0,B01,3351386,3351386,3351386,3351386,3351386,3351386,3351386,3351386,3351386,3351386,3351386,5777754
634146,WA,2378,EBA,00,2,994,1,001,A,Pembayaran gaji dan tunjangan PNS,512211,A,0,A0,,0,0,2,1,197,Uang Lembur Golongan IV,A,0,,0,,0,,0,,268.82,OJ,36000,9677000,,0,B01,760532,760532,760532,760532,760532,760532,760532,760532,760532,760532,760532,1311148
634146,WA,2378,EBA,00,2,994,1,001,A,Pembayaran gaji dan tunjangan PNS,512211,A,0,A0,,0,0,3,2,198,Uang Lembur Golongan III,A,0,,0,,0,,0,,1209.6,OJ,30000,36288000,,0,B01,2851935,2851935,2851935,2851935,2851935,2851935,2851935,2851935,2851935,2851935,2851935,4916715
634146,WA,2378,EBA,00,2,994,1,001,A,Pembayaran gaji dan tunjangan PNS,512211,A,0,A0,,0,0,4,3,199,Uang Lembur Golongan II,A,0,,0,,0,,0,,252,OJ,24000,6048000,,0,B01,475323,475323,475323,475323,475323,475323,475323,475323,475323,475323,475323,819447
634146,WA,2378,EBA,00,2,994,1,001,A,Pembayaran gaji dan tunjangan PNS,512211,A,0,A0,,0,0,5,4,200,Uang Makan ASN Golongan IV,A,0,,0,,0,,0,,134.4,OH,41000,5510000,,0,B01,433040,433040,433040,433040,433040,433040,433040,433040,433040,433040,433040,746560
634146,WA,2378,EBA,00,2,994,1,001,A,Pembayaran gaji dan tunjangan PNS,512211,A,0,A0,,0,0,6,5,201,Uang Makan ASN Golongan III,A,0,,0,,0,,0,,604.82,OH,37000,22378000,,0,B01,1758725,1758725,1758725,1758725,1758725,1758725,1758725,1758725,1758725,1758725,1758725,3032025
634146,WA,2378,EBA,00,2,994,1,001,A,Pembayaran gaji dan tunjangan PNS,512211,A,0,A0,,0,0,7,6,202,Uang Makan ASN Golongan I dan II,A,0,,0,,0,,0,,84,OH,35000,2940000,,0,B01,231059,231059,231059,231059,231059,231059,231059,231059,231059,231059,231059,398351
634146,WA,2378,EBA,00,2,994,1,001,B,Pembayaran Gaji dan Tunjangan PPPK,512212,A,0,A0,,0,0,1,0,225,Uang Lembur Golongan II,A,0,,0,,0,,0,,336,OJ,24000,8064000,,0,B01,484034,484034,484034,484034,484034,484034,484034,484034,484034,959839,959839,1788016
634146,WA,2378,EBA,00,2,994,1,001,B,Pembayaran Gaji dan Tunjangan PPPK,512212,A,0,A0,,0,0,2,1,226,Uang Makan ASN Golongan I dan II,A,0,,0,,0,,0,,168,OH,35000,5880000,,0,B01,352941,352941,352941,352941,352941,352941,352941,352941,352941,699882,699882,1303767
634146,WA,2378,EBA,00,2,994,1,001,B,Pembayaran Gaji dan Tunjangan PPPK,512212,A,0,A0,,0,0,3,2,227,Uang Lembur Golongan III,A,0,,0,,0,,0,,56,OJ,30000,1680000,,0,B01,100840,100840,100840,100840,100840,100840,100840,100840,100840,199966,199966,372508
634146,WA,2378,EBA,00,2,994,1,001,B,Pembayaran Gaji dan Tunjangan PPPK,512212,A,0,A0,,0,0,4,3,228,Uang Makan ASN Golongan III,A,0,,0,,0,,0,,28,OH,37000,1036000,,0,B01,62185,62185,62185,62185,62185,62185,62185,62185,62185,123313,123313,229709
634146,WA,2378,EBA,00,2,994,1,001,A,Pembayaran gaji dan tunjangan PNS,512411,A,0,A0,,0,0,1,0,203,Belanja Pegewai(Tunjangan Khusus/Kegiatan/Kinerja),A,0,,0,,0,,0,,1,Thn,5095957000,5095957000,,0,B01,424663000,424663000,424663000,424663000,424663000,424663000,424663000,424663000,424663000,424663000,424663000,424664000
634146,WA,2378,EBA,00,2,994,1,001,B,Pembayaran Gaji dan Tunjangan PPPK,512414,A,0,A0,,0,0,1,0,229,Belanja Pegawai Tunjangan  Khusus/Kegiatan/Kinerja PPPK,A,0,,0,,0,,0,,14,Bln,20000000,280000000,,0,B01,23333000,23333000,23333000,23333000,23333000,23333000,23333000,23333000,23333000,23333000,23333000,23337000
634146,WA,2378,EBA,00,2,994,1,002,A,Kebutuhan Sehari-hari Perkantoran,521111,A,0,A0,,0,0,1,0,230,"Operasional Perpustakaan (e-Journal, e-Repository, e-Book)",A,1,Keg,12,BLN,0,,0,,12,BLN,500000,6000000,,0,B01,335202,335202,335202,335202,335202,673678,673517,666879,680855,680855,680855,267351
634146,WA,2378,EBA,00,2,994,1,002,A,Kebutuhan Sehari-hari Perkantoran,521111,A,0,A0,,0,0,10,1,233,"Uang Lembur Satpam, Pengemudi, Petugas Kebersihan, dan Pramubakti (PJLP)",A,3,Org,2,Jam,2,Kl,25,,300,OJ,13000,3900000,,0,B01,217882,217882,217882,217882,217882,437891,437786,433471,442555,442555,442555,173777
634146,WA,2378,EBA,00,2,994,1,002,A,Kebutuhan Sehari-hari Perkantoran,521111,A,0,A0,,0,0,11,2,234,"Uang Makan Lembur Satpam, Pengemudi, Petugas Kebersihan, dan Pramubakti",A,3,Org,2,KL,25,MG,0,,150,OH,30000,4500000,,0,B01,251401,251401,251401,251401,251401,505258,505138,500159,510640,510640,510640,200520
634146,WA,2378,EBA,00,2,994,1,002,A,Kebutuhan Sehari-hari Perkantoran,521111,A,0,A0,,0,0,2,3,235,Perawatan Perlengkapan Asrama,A,0,,0,,0,,0,,1,thn,11684000,11684000,,0,B01,652751,652751,652751,652751,652751,1311875,1311563,1298636,1325851,1325851,1325851,520618
634146,WA,2378,EBA,00,2,994,1,002,A,Kebutuhan Sehari-hari Perkantoran,521111,A,0,A0,,0,0,3,4,238,Honorarium PJLP Pengemudi Operasional,A,0,,0,,0,,0,,13,OB,4124000,53612000,,0,B01,2995145,2995145,2995145,2995145,2995145,6019537,6018103,5958788,6083662,6083662,6083662,2388861
634146,WA,2378,EBA,00,2,994,1,002,A,Kebutuhan Sehari-hari Perkantoran,521111,A,0,A0,,0,0,4,5,239,Honorarium PJLP Pengemudi Pimpinan,A,0,,0,,0,,0,,13,OB,4124000,53612000,,0,B01,2995145,2995145,2995145,2995145,2995145,6019537,6018103,5958788,6083662,6083662,6083662,2388861
634146,WA,2378,EBA,00,2,994,1,002,A,Kebutuhan Sehari-hari Perkantoran,521111,A,0,A0,,0,0,5,6,240,Honorarium PJLP Petugas Layanan Informasi,A,3,org,13,bln,0,,0,,39,OB,3749000,146211000,,0,B01,8168380,8168380,8168380,8168380,8168380,16416520,16412609,16250846,16591404,16591404,16591404,6514913
634146,WA,2378,EBA,00,2,994,1,002,A,Kebutuhan Sehari-hari Perkantoran,521111,A,0,A0,,0,0,6,7,241,Honorarium PJLP Sekretaris Pimpinan,A,0,,0,,0,,0,,13,OB,3749000,48737000,,0,B01,2722793,2722793,2722793,2722793,2722793,5472173,5470870,5416949,5530468,5530468,5530468,2171639
634146,WA,2378,EBA,00,2,994,1,002,A,Kebutuhan Sehari-hari Perkantoran,521111,A,0,A0,,0,0,7,8,242,Konsumsi Jamuan Tamu dan Penyelenggaraan Rapat,A,0,,0,,0,,0,,1,Thn,21998000,21998000,,0,B01,1228964,1228964,1228964,1228964,1228964,2469928,2469339,2445001,2496240,2496240,2496240,980192
634146,WA,2378,EBA,00,2,994,1,002,A,Kebutuhan Sehari-hari Perkantoran,521111,A,0,A0,,0,0,8,9,231,keperluan Sehari-hari Perkantoran lebih dari 40 Pegawai (Papua Barat Daya),A,0,,0,,0,,0,,80,OT,850000,68000000,,0,B01,3798961,3798961,3798961,3798961,3798961,7635016,7633197,7557964,7716351,7716351,7716351,3029965
634146,WA,2378,EBA,00,2,994,1,002,A,Kebutuhan Sehari-hari Perkantoran,521111,A,0,A0,,0,0,9,10,232,BPJS PNPM dan PJLP ditanggung Pemerintah,A,0,,0,,0,,0,,1,Thn,118735000,118735000,,0,B01,6633376,6633376,6633376,6633376,6633376,13331524,13328348,13196983,13473544,13473544,13473544,5290633
634146,WA,2378,EBA,00,2,994,1,002,B,Langganan Daya dan Jasa,521111,A,0,A0,,0,0,1,0,243,Air Time Fee VMS,A,0,,0,,0,,0,,1,Thn,6600000,6600000,,0,B01,0,589348,589348,589348,589348,589348,589348,589348,589348,589348,589348,706520
634146,WA,2378,EBA,00,2,994,1,002,B,Langganan Daya dan Jasa,521111,A,0,A0,,0,0,2,1,244,Langganan Listrik,A,0,,0,,0,,0,,12,Bln,20000000,240000000,,0,B01,0,21430820,21430820,21430820,21430820,21430820,21430820,21430820,21430820,21430820,21430820,25691800
634146,WA,2378,EBA,00,2,994,1,002,B,Langganan Daya dan Jasa,521111,A,0,A0,,0,0,3,2,245,Langganan Akses Internet,A,0,,0,,0,,0,,12,Bln,15000000,180000000,,0,B01,0,16073115,16073115,16073115,16073115,16073115,16073115,16073115,16073115,16073115,16073115,19268850
634146,WA,2378,EBA,00,2,994,1,002,D,Pembayaran Terkait Pelaksanaan Operasional Kantor,521115,A,0,A0,,0,0,1,0,263,Honorarium Pejabat Pembuat Komitmen (pagu dana di atas  Rp10 miliar s.d. Rp25 miliar),A,1,org,12,bln,0,,0,,12,OB,1750000,21000000,,0,B01,0,1875197,1875197,1875197,1875197,1875197,1875197,1875197,1875197,1875197,1875197,2248030
634146,WA,2378,EBA,00,2,994,1,002,D,Pembayaran Terkait Pelaksanaan Operasional Kantor,521115,A,0,A0,,0,0,2,1,264,Honorarium Pejabat Kuasa Pengguna Anggaran (pagu dana di atas  Rp10 miliar s.d. Rp25 miliar),A,1,org,12,,0,,0,,12,OB,1800000,21600000,,0,B01,0,1928774,1928774,1928774,1928774,1928774,1928774,1928774,1928774,1928774,1928774,2312260
634146,WA,2378,EBA,00,2,994,1,002,D,Pembayaran Terkait Pelaksanaan Operasional Kantor,521115,A,0,A0,,0,0,3,2,265,Honorarium Pejabat  Penguji Tagihan   Penandatangan  Spm (pagu dana di atas  Rp10 miliar s.d. Rp25 miliar),A,1,org,12,bln,0,,0,,12,OB,750000,9000000,,0,B01,0,803656,803656,803656,803656,803656,803656,803656,803656,803656,803656,963440
634146,WA,2378,EBA,00,2,994,1,002,D,Pembayaran Terkait Pelaksanaan Operasional Kantor,521115,A,0,A0,,0,0,4,3,266,Honorarium Bendahara  Pengeluaran (pagu dana di atas  Rp10 miliar s.d. Rp25 miliar),A,1,org,12,bln,0,,0,,12,OB,660000,7920000,,0,B01,0,707217,707217,707217,707217,707217,707217,707217,707217,707217,707217,847830
634146,WA,2378,EBA,00,2,994,1,002,D,Pembayaran Terkait Pelaksanaan Operasional Kantor,521115,A,0,A0,,0,0,5,4,267,Honorarium Staf  Pengelola (pagu dana di atas  Rp10 miliar s.d. Rp25 miliar),A,5,orang,12,BLN,0,,0,,60,OB,490000,29400000,,0,B01,0,2625275,2625275,2625275,2625275,2625275,2625275,2625275,2625275,2625275,2625275,3147250
634146,WA,2378,EBA,00,2,994,1,002,D,Pembayaran Terkait Pelaksanaan Operasional Kantor,521115,A,0,A0,,0,0,6,5,268,Honorarium Bendahara Pengelola  Pnbp (pagu dana di atas  Rp250 juta s.d. Rp500 juta),A,0,,0,,0,,0,,12,OB,300000,3600000,,0,B01,0,321462,321462,321462,321462,321462,321462,321462,321462,321462,321462,385380
634146,WA,2378,EBA,00,2,994,1,002,D,Pembayaran Terkait Pelaksanaan Operasional Kantor,521115,A,0,A0,,0,0,7,6,269,Honorarium Pengurus/Penyimpan Bmn Tingkat Kuasa Pengguna Barang,A,2,org,12,bln,0,,0,,24,OB,180000,4320000,,0,B01,0,385755,385755,385755,385755,385755,385755,385755,385755,385755,385755,462450
634146,WA,2378,EBA,00,2,994,1,002,D,Pembayaran Terkait Pelaksanaan Operasional Kantor,521115,A,0,A0,,0,0,8,7,270,Honorarium Pejabat Pengadaan Barang/Jasa,A,1,org,12,bln,0,,0,,12,OB,272000,3264000,,0,B01,0,291456,291456,291456,291456,291456,291456,291456,291456,291456,291456,349440
634146,WA,2378,EBA,00,2,994,1,002,B,Langganan Daya dan Jasa,521219,A,0,A0,,0,0,1,0,246,Biaya Pengadaan Aplikasi,A,0,,0,,0,,0,,12,BLN,2000000,24000000,,0,B01,0,2143082,2143082,2143082,2143082,2143082,2143082,2143082,2143082,2143082,2143082,2569180
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523111,A,0,A0,,0,0,1,0,247,Pemeliharaan Bangunan Gedung Pendidikan Permanen,A,0,,0,,0,,0,,340,M2,422100,143514000,,0,B01,0,0,0,0,0,85784820,0,57729180,0,0,0,0
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523111,A,0,A0,,0,0,2,1,248,Pemeliharaan Bangunan Gedung Tempat Ibadah Permanen,A,0,,0,,0,,0,,144,M2,422100,60782000,,0,B01,0,0,0,0,0,36332155,0,24449845,0,0,0,0
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523111,A,0,A0,,0,0,3,2,249,Pemeliharaan Mes Bungalow (Papua Barat Daya),A,0,,0,,0,,0,,70,M2,422100,29547000,,0,B01,0,0,0,0,0,17661581,0,11885419,0,0,0,0
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523111,A,0,A0,,0,0,4,3,250,Pemeliharaan Halaman Gedung/Bangunan Kantor (Papua Barat Daya),A,0,,0,,0,,0,,1000,M2,17100,17100000,,0,B01,0,0,0,0,0,10221444,0,6878556,0,0,0,0
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523121,A,0,A0,,0,0,1,0,251,Biaya Pemeliharaan dan Operasional Kendaraan Roda 6,A,0,,0,,0,,0,,1,UNIT,33399000,33399000,,0,B01,308700,308700,308700,308700,29540244,308700,308700,308700,308700,308700,308700,771756
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523121,A,0,A0,,0,0,10,1,252,Pemeliharaan Mesin Pemotong Rumput,A,0,,0,,0,,0,,4,UNIT,1350000,5400000,,0,B01,49911,49911,49911,49911,4776110,49911,49911,49911,49911,49911,49911,124780
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523121,A,0,A0,,0,0,2,2,253,Biaya Pemeliharaan dan Operasional Kendaraan Roda 4 (Papua Barat Daya),A,0,,0,,0,,0,,1,UNIT,33885000,33885000,,0,B01,313192,313192,313192,313192,29970094,313192,313192,313192,313192,313192,313192,782986
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523121,A,0,A0,,0,0,3,3,254,Biaya Pemeliharaan dan Operasional Kendaraan Roda Dua,A,0,,0,,0,,0,,2,UNIT,2880000,5760000,,0,B01,53239,53239,53239,53239,5094518,53239,53239,53239,53239,53239,53239,133092
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523121,A,0,A0,,0,0,4,4,255,Pemeliharaan Printer,A,0,,0,,0,,0,,16,UNIT,621000,9936000,,0,B01,91837,91837,91837,91837,8788043,91837,91837,91837,91837,91837,91837,229587
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523121,A,0,A0,,0,0,5,5,256,Pemeliharaan AC Split,A,0,,0,,0,,0,,1,Tahun,20866000,20866000,,0,B01,192860,192860,192860,192860,18455245,192860,192860,192860,192860,192860,192860,482155
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523121,A,0,A0,,0,0,6,6,257,Pemeliharaan Personal Computer/Notebook,A,0,,0,,0,,0,,36,UNIT,657000,23652000,,0,B01,218611,218611,218611,218611,20919364,218611,218611,218611,218611,218611,218611,546526
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523121,A,0,A0,,0,0,7,7,258,Pemeliharaan Media Pembelajaran,A,0,,0,,0,,0,,1,Thn,5400000,5400000,,0,B01,49911,49911,49911,49911,4776111,49911,49911,49911,49911,49911,49911,124779
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523121,A,0,A0,,0,0,8,8,259,docking kapal latih,A,0,,0,,0,,0,,1,Pkt,288000000,288000000,,0,B01,2661928,2661928,2661928,2661928,254725898,2661928,2661928,2661928,2661928,2661928,2661928,6654822
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523121,A,0,A0,,0,0,9,9,260,Pemeliharaan Genset lebih kecil dari 50 KVA,A,0,,0,,0,,0,,1,UNIT,6471000,6471000,,0,B01,59810,59810,59810,59810,5723373,59810,59810,59810,59810,59810,59810,149527
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523133,A,0,A0,,0,0,1,0,261,Pemeliharaan Jaringan Listrik,A,0,,0,,0,,0,,12,Bulan,1800000,21600000,,0,B01,0,0,1886164,2143082,2143082,2143082,2143082,2143082,2143082,2143082,2143082,2569180
634146,WA,2378,EBA,00,2,994,1,002,C,Pemeliharaan Perkantoran,523133,A,0,A0,,0,0,2,1,262,Pemeliharaan Jaringan Air,A,0,,0,,0,,0,,12,Bulan,1800000,21600000,,0,B01,0,0,1886164,2143082,2143082,2143082,2143082,2143082,2143082,2143082,2143082,2569180
634146,WA,2378,EBD,00,1,Z27,1,301,A,Pengelolaan Keuangan,524113,A,0,A0,,0,0,1,0,272,Uang Harian Perjalanan Dinas Dalam Kota Lebih dari 8 Jam (Papua  Barat Daya),A,0,,0,,0,,0,,8,OH,100000,800000,,0,B01,0,0,0,100000,0,100000,200000,0,200000,0,200000,0
